Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
2020-10-18,235132,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,540 SUNNYSIDE DR,FLUSHING,MI,48433,Y,Y,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,140.0,90.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,,,,0.0,3.0,0.0,3.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,11.1,0.0,0.0,Genesee,N,N,POINT (-83.825019 43.072238),Week 22 - Oct 18
2020-11-08,235464,NORTH WOODS NURSING CENTER,2532 CADILLAC DR,FARWELL,MI,48622,Y,Y,4.0,18.0,0.0,44.0,0.0,1.0,3.0,120.0,3.0,6.0,71.0,41.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,24.0,283.0,Y,3.0,31.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,73.2,1073.2,146.3,13.6,Clare,N,N,POINT (-84.904157 43.860815),Week 25 - Nov  8
2020-11-29,235339,EDISON CHRISTIAN HEALTH CENTER,1000 EDISON AVE NW,GRAND RAPIDS,MI,49504,Y,Y,0.0,0.0,0.0,4.0,,33.0,0.0,17.0,0.0,0.0,136.0,92.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,14.0,,4.0,19.0,0.0,60.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,43.5,0.0,0.0,Kent,N,N,POINT (-85.713348 42.9822),Week 28 - Nov 29
2020-06-28,235504,THE OASIS AT ADRIAN REHABILITATION AND NURSING CTR,130 SAND CREEK HWY,ADRIAN,MI,49221,Y,Y,0.0,0.0,4.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0,114.0,73.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,5.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,54.8,0.0,54.8,0.0,0.0,Lenawee,Y,Y,POINT (-84.07934 41.904029),Week 06 - Jun 28
2020-06-07,235440,HOLLAND HOME - RAYBROOK MANOR,2121 RAYBROOK SE,GRAND RAPIDS,MI,49546,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,101.0,80.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Kent,N,N,POINT (-85.58813 42.922833),Week 03 - Jun  7
2020-08-09,235530,MARYWOOD NURSING CARE CENTER,36975 W FIVE MILE RD,LIVONIA,MI,48154,Y,Y,0.0,15.0,0.0,4.0,0.0,2.0,1.0,9.0,0.0,2.0,103.0,84.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,0.0,18.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,47.6,23.8,50.0,Wayne,N,N,POINT (-83.41068000000001 42.396414),Week 12 - Aug  9
2020-06-28,235206,SKLD WHITEHALL,916 E LEWIS ST,WHITEHALL,MI,49461,Y,Y,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,119.0,75.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,13.3,0.0,0.0,Muskegon,N,N,POINT (-86.333745 43.399689),Week 06 - Jun 28
2020-06-07,235430,THE NEIGHBORHOODS OF WHITE LAKE,10770 ELIZABETH LAKE ROAD,WHITE LAKE,MI,48386,Y,Y,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,87.0,57.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Oakland,N,N,POINT (-83.499389 42.644448),Week 03 - Jun  7
2020-07-19,235139,AVISTA NURSING AND REHAB,2901 GALAXY DR,SAGINAW,MI,48601,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,103.0,71.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,2.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Saginaw,N,N,POINT (-83.897795 43.376799),Week 09 - Jul 19
2020-11-01,235267,MANORCARE NURSING AND REHABILITATION CENTER,1225 WOODWARD AVENUE,KINGSFORD,MI,49801,Y,Y,0.0,0.0,0.0,57.0,0.0,14.0,2.0,78.0,2.0,11.0,107.0,50.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,4.0,36.0,0.0,13.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,0.0,40.0,1140.0,220.0,19.3,Dickinson,N,N,POINT (-88.088371 45.807785),Week 24 - Nov  1
2020-10-18,235553,MEDILODGE OF ROGERS CITY,555 N BRADLEY HWY,ROGERS CITY,MI,49779,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,98.0,57.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,4.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Presque Isle,N,N,POINT (-83.833591 45.42264300000001),Week 22 - Oct 18
2020-06-21,235548,"INN AT FREEDOM VILLAGE, THE",145 COLUMBIA AVE,HOLLAND,MI,49423,Y,Y,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,39.0,19.0,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Ottawa,N,N,POINT (-86.10041 42.79352),Week 05 - Jun 21
2020-06-21,235103,SKLD BELTLINE,2320 E BELTLINE SE,GRAND RAPIDS,MI,49546,Y,Y,0.0,18.0,0.0,0.0,2.0,5.0,1.0,5.0,1.0,15.0,182.0,139.0,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.0,6.0,11.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,7.2,0.0,107.9,,Kent,N,N,POINT (-85.584051 42.921573),Week 05 - Jun 21
2020-08-30,235536,ADVANTAGE LIVING CENTER - BATTLE CREEK,675 WAGNER DR,BATTLE CREEK,MI,49017,Y,Y,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,51.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,N,Y,N,,,,0.0,3.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,117.6,19.6,16.7,Calhoun,N,N,POINT (-85.153196 42.326683),Week 15 - Aug 30
2020-11-22,235176,REGENCY AT FREMONT,4554 W 48TH ST,FREMONT,MI,49412,Y,Y,0.0,0.0,0.0,8.0,0.0,0.0,1.0,21.0,0.0,0.0,,71.0,,,,,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,7.0,1.0,3.0,0.0,0.0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,112.7,0.0,0.0,Newaygo,N,N,POINT (-85.913813 43.467028),Week 27 - Nov 22
2020-05-24,235157,SANILAC MEDICAL CARE FACILITY,137 N ELK ST,SANDUSKY,MI,48471,Y,Y,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,104.0,80.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,40.0,40.0,0.0,0.0,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Sanilac,,,POINT (-82.83059 43.425074),Week 01 - May 24
2020-11-01,235252,LOURDES REHABILITATION AND HEALTHCARE CENTER,2300 WATKINS LAKE RD,WATERFORD,MI,48328,Y,Y,0.0,0.0,0.0,11.0,0.0,7.0,0.0,27.0,0.0,2.0,100.0,78.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,3.0,1.0,Y,0.0,21.0,0.0,29.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,141.0,25.6,18.2,Oakland,N,N,POINT (-83.357184 42.67307400000001),Week 24 - Nov  1
2020-10-25,235004,SKLD MUSKEGON,1061 W HACKLEY AVE,MUSKEGON,MI,49441,Y,Y,0.0,38.0,0.0,44.0,0.0,12.0,0.0,43.0,0.0,24.0,93.0,73.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,N,,,,0.0,48.0,0.0,16.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,602.7,328.8,54.5,Muskegon,N,N,POINT (-86.26956000000001 43.212683),Week 23 - Oct 25
2020-06-28,235293,MEDILODGE OF FARMINGTON,34225 GRAND RIVER AVE,FARMINGTON,MI,48335,Y,Y,0.0,3.0,2.0,29.0,0.0,35.0,0.0,23.0,0.0,11.0,118.0,88.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,4.0,0.0,0.0,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,17.0,0.0,Y,N,22.7,0.0,329.5,125.0,37.9,Oakland,N,N,POINT (-83.385449 42.468583),Week 06 - Jun 28
2020-09-13,235395,HEARTLAND HEALTH CARE CENTER-THREE RIVERS,517 S ERIE ST,THREE RIVERS,MI,49093,Y,Y,0.0,0.0,0.0,25.0,0.0,2.0,0.0,9.0,0.0,2.0,100.0,69.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,17.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,362.3,29.0,8.0,St. Joseph,N,N,POINT (-85.644291 41.936047),Week 17 - Sep 13
2020-10-18,235520,PROMEDICA MONROE SKILLED NURSING AND REHAB,700 STEWART RD,MONROE,MI,48161,Y,Y,0.0,2.0,1.0,4.0,0.0,21.0,0.0,22.0,0.0,0.0,89.0,74.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,N,Y,N,N,,,,0.0,6.0,2.0,20.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,13.5,0.0,54.1,0.0,0.0,Monroe,N,N,POINT (-83.396249 41.937243),Week 22 - Oct 18
2020-11-01,235422,REGENCY AT CHENE,2295 E VERNOR HIGHWAY,DETROIT,MI,48207,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne,,,POINT (-83.031172 42.34948200000001),Week 24 - Nov  1
2020-08-09,235412,THE VILLA AT TRAVERSE POINT,2828 CONCORD ST,TRAVERSE CITY,MI,49684,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,74.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Grand Traverse,N,N,POINT (-85.631732 44.73406),Week 12 - Aug  9
2020-08-02,235234,HERITAGE MANOR NURSING AND REHAB CENTER,9500 GRAND RIVER AVE,DETROIT,MI,48204,Y,Y,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,122.0,75.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,26.7,,Wayne,N,N,POINT (-83.134 42.366698),Week 11 - Aug  2
2020-10-18,235226,MEDILODGE OF GRAND BLANC,11941 BELSAY RD,GRAND BLANC,MI,48439,Y,Y,0.0,19.0,0.0,7.0,0.0,49.0,0.0,7.0,0.0,2.0,158.0,75.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,0.0,31.0,0.0,20.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,54.0,0.0,Y,Y,0.0,0.0,93.3,26.7,28.6,Genesee,N,N,POINT (-83.596686 42.93011500000001),Week 22 - Oct 18
2020-07-05,235322,OAKRIDGE MANOR NURSING & REHAB CENTER LLC,3161 HILTON RD,FERNDALE,MI,48220,Y,Y,0.0,8.0,0.0,20.0,0.0,0.0,0.0,18.0,0.0,16.0,64.0,18.0,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1111.1,888.9,80.0,Oakland,N,N,POINT (-83.123593 42.472814),Week 07 - Jul  5
2020-08-09,235438,AUTUMNWOOD OF MCBAIN,220 HUGHSTON ST,MC BAIN,MI,49657,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,,67.0,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Missaukee,N,N,POINT (-85.209712 44.190168),Week 12 - Aug  9
2020-11-29,235077,HALLMARK LIVING HOLLAND,493 W 32ND ST,HOLLAND,MI,49423,Y,Y,0.0,2.0,0.0,1.0,,6.0,0.0,12.0,0.0,0.0,76.0,38.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,24.0,0.0,0.0,0.0,0.0,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,26.3,0.0,0.0,Ottawa,N,N,POINT (-86.129699 42.76841),Week 28 - Nov 29
2020-07-26,235434,BRONSON COMMONS,23332 RED ARROW HIGHWAY,MATTAWAN,MI,49071,Y,Y,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,100.0,85.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,1.0,21.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Van Buren,N,N,POINT (-85.779404 42.238563),Week 10 - Jul 26
2020-10-11,235054,EVERGREEN MANOR SENIOR CARE CE,111 EVERGREEN,BATTLE CREEK,MI,49015,Y,N,0.0,0.0,2.0,2.0,1.0,5.0,0.0,9.0,0.0,0.0,91.0,66.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,2.0,3.0,6.0,64.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,30.3,0.0,30.3,0.0,0.0,Calhoun,N,Y,POINT (-85.263581 42.329347),Week 21 - Oct 11
2020-11-15,235538,MISSION POINT HEALTH CAMPUS OF JACKSON,703 ROBINSON RD,JACKSON,MI,49203,Y,Y,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,50.0,43.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,10.0,Y,6.0,20.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Jackson,N,N,POINT (-84.462503 42.235619),Week 26 - Nov 15
2020-07-26,235355,MISSION POINT NSG & PHYSICAL REHAB CTR OF LAMONT,13030 COMMERCIAL ST,LAMONT,MI,49430,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,39.0,37.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Ottawa,N,N,POINT (-85.898476 43.005155),Week 10 - Jul 26
2020-08-09,235074,MARLETTE COMM HOSP LTCU,2770 MAIN ST,MARLETTE,MI,48453,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,39.0,38.0,Y,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Sanilac,N,N,POINT (-83.08016 43.332579),Week 12 - Aug  9
2020-05-24,235481,LAKE ORION NURSING CENTER,585 EAST FLINT STREET,LAKE ORION,MI,48362,Y,N,3.0,3.0,52.0,52.0,3.0,3.0,28.0,28.0,6.0,6.0,120.0,75.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,31.0,31.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,693.3,80.0,693.3,80.0,11.5,Oakland,,,POINT (-83.23258 42.784028),Week 01 - May 24
2020-07-12,235540,HOLLAND HOME BRETON REHABILITATION & LIVING CENTRE,2589 44TH ST SE,GRAND RAPIDS,MI,49512,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,44.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Kent,N,N,POINT (-85.602562 42.883727),Week 08 - Jul 12
2020-11-08,235120,MARYCREST MANOR,15475 MIDDLEBELT RD,LIVONIA,MI,48154,Y,Y,0.0,7.0,0.0,12.0,0.0,4.0,0.0,34.0,0.0,3.0,98.0,60.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,0.0,24.0,0.0,13.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,200.0,50.0,25.0,Wayne,N,N,POINT (-83.334602 42.400466),Week 25 - Nov  8
2020-09-20,235484,POMEROY LIVING STERLING SKILLED REHABILITATION,34643 KETSIN DRIVE,STERLING HEIGHTS,MI,48310,Y,Y,0.0,5.0,0.0,8.0,2.0,14.0,0.0,14.0,0.0,2.0,176.0,98.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,2.0,17.0,0.0,18.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,81.6,20.4,25.0,Macomb,N,N,POINT (-83.083474 42.546689),Week 18 - Sep 20
2020-07-05,235356,MEDILODGE AT THE SHORE,900 S BEACON BLVD,GRAND HAVEN,MI,49417,Y,Y,0.0,5.0,0.0,30.0,0.0,18.0,0.0,9.0,0.0,5.0,118.0,89.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,36.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,337.1,56.2,16.7,Ottawa,N,N,POINT (-86.22019 43.052218),Week 07 - Jul  5
2020-11-15,235177,HARTFORD NURSING & REHABILITATION CENTER,6700 W OUTER DR,DETROIT,MI,48235,Y,Y,0.0,4.0,0.0,2.0,0.0,2.0,0.0,17.0,0.0,4.0,140.0,117.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,9.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,17.1,34.2,200.0,Wayne,N,N,POINT (-83.192958 42.419974),Week 26 - Nov 15
2020-08-23,235486,MEDILODGE OF RICHMOND,34901 DIVISION RD,RICHMOND,MI,48062,Y,Y,0.0,4.0,0.0,6.0,0.0,1.0,0.0,28.0,0.0,1.0,126.0,102.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,,,,0.0,16.0,0.0,16.0,0.0,0.0,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0.0,0.0,58.8,9.8,16.7,Macomb,N,N,POINT (-82.76724 42.808918),Week 14 - Aug 23
