ReportingDate,Provider Name,County,TYPE,NEW RESIDENT CASES,TOTAL RESIDENT CASES,NEW RESIDENT DEATHS,TOTAL RESIDENT DEATHS,NEW STAFF CASES,TOTAL STAFF CASES,NEW STAFF DEATHS,TOTAL STAFF DEATHS,Reporting,VLOOKUP,Change Score
2020-11-09,RIVERSIDE HEALTHCARE CENTER,GRATIOT,SNF,0.0,16.0,0.0,4.0,0.0,6.0,0.0,0.0,Yes,RIVERSIDE HEALTHCARE CENTER,100
2020-11-09,ROSEWOOD I,GRATIOT,AFC,,0.0,,0.0,,0.0,,0.0,Yes,"LAURELS OF FULTON,THE",36
2020-11-09,SCHNEPP SENIOR CARE & REHAB CENTER,GRATIOT,SNF,4.0,10.0,0.0,1.0,1.0,14.0,0.0,0.0,Yes,SCHNEPP SENIOR CARE AND REHAB CENTER,95
2020-11-09,WALLACE ST ASSISTED LIVING CENTER,GRATIOT,AFC,,0.0,,0.0,,0.0,,0.0,Yes,ASHLEY CARE CENTER,86
2020-11-09,WARWICK LIVING CENTER,GRATIOT,SNF,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,WARWICK LIVING CENTER,100
2020-11-09,"COUNTRY LIVING OF HILLSDALE, LLC",HILLSDALE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HILLSDALE CO MEDICAL CARE FACI,49
2020-11-09,COUNTRY LIVING OF HILLSDALE  LLC,HILLSDALE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HILLSDALE CO MEDICAL CARE FACI,49
2020-11-09,DREWS PLACE AT VILLAGE GREEN,HILLSDALE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HILLSDALE CO MEDICAL CARE FACI,43
2020-11-09,DREWS PLACE AT VILLAGE GREEN II,HILLSDALE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HILLSDALE CO MEDICAL CARE FACI,41
2020-11-09,DREWS PLACE OF HILLSDALE INC,HILLSDALE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,86
2020-11-09,HILLSDALE CO MEDICAL CARE FACI,HILLSDALE,SNF,5.0,56.0,0.0,20.0,2.0,56.0,0.0,0.0,Yes,HILLSDALE CO MEDICAL CARE FACI,100
2020-11-09,HILLSDALE HOSP MCGUIRE & MACRITCHIE LTCU,HILLSDALE,SNF,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,Yes,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,91
2020-11-09,MAPLE RIDGE FARMS ASSISTED LIVING,HILLSDALE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,41
2020-11-09,THE HAVEN,HILLSDALE,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU,40
2020-11-09,CANAL VIEW-HOUGHTON,HOUGHTON,SNF,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,Yes,CANAL VIEW - HOUGHTON COUNTY,95
2020-11-09,GARDENVIEW,HOUGHTON,HFA,,0.0,,0.0,,0.0,,0.0,Yes,CANAL VIEW - HOUGHTON COUNTY,54
2020-11-09,GREENTREE AT HUBBELL,HOUGHTON,SNF,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,Yes,GREENTREE OF HUBBELL REHAB AND HEALTH,86
2020-11-09,PORTAGEPOINTE,HOUGHTON,SNF,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes,PORTAGEPOINTE,100
2020-11-09,THE LIGHTHOUSE AT HANCOCK,HOUGHTON,SNF,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,Yes,MISSION POINT NSG & PHY REHAB CTR OF HANCOCK,86
2020-11-09,COUNTRY GARDENS,HURON,HFA,,0.0,,0.0,,0.0,,0.0,Yes,COURTNEY MANOR,55
2020-11-09,COURTNEY MANOR,HURON,SNF,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,COURTNEY MANOR,100
2020-11-09,HURON COUNTY MEDICAL CARE FACILITY,HURON,SNF,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,HURON CO MED CARE FACILITY,87
2020-11-09,KAREN'S PLACE,HURON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HURON CO MED CARE FACILITY,41
2020-11-09,LAKEVIEW EXTENDED CARE AND REHAB,HURON,SNF,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes,LAKEVIEW EXTENDED CARE AND REHAB,100
2020-11-09,MEADOW LANE ASSISTED LIVING,HURON,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,HURON CO MED CARE FACILITY,42
2020-11-09,MEDALLION VILLAGE AFC,HURON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HURON CO MED CARE FACILITY,41
2020-11-09,OSANTOSKI INC,HURON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,COURTNEY MANOR,35
2020-11-09,SCHEURER LONG TERM CARE UNIT,HURON,SNF,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,HURON CO MED CARE FACILITY,56
2020-11-09,ARIA NURSING AND REHAB,INGHAM,SNF,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes,ARIA NURSING AND REHAB,100
2020-11-09,BRIDGES CRISIS UNIT (AFC),INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,INGHAM COUNTY MEDICAL CARE FAC,44
2020-11-09,BROOKDALE MERIDIAN AL,INGHAM,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,ARIA NURSING AND REHAB,42
2020-11-09,BROOKDALE MERIDIAN MC,INGHAM,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,BURCHAM HILLS RETIREMENT CTR,41
2020-11-09,BURCHAM HILLS CENTER FOR HEALTH & REHAB,INGHAM,SNF,3.0,41.0,0.0,7.0,0.0,67.0,0.0,0.0,Yes,ARIA NURSING AND REHAB,86
2020-11-09,BURCHAM HILLS RETIREMENT CENTER II,INGHAM,HFA,0.0,8.0,0.0,4.0,1.0,11.0,0.0,1.0,Yes,BURCHAM HILLS RETIREMENT CTR,90
2020-11-09,CEDARWOOD RESIDENTIAL SERVICES,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF CAPITAL AREA,44
2020-11-09,CRAFTS CARE HOMES,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",86
2020-11-09,"DIVINE NEST ASSISTED LIVING, LLC",INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF EAST LANSING,46
2020-11-09,EAST OAK RESIDENTS HOME,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",44
2020-11-09,"ELDER RIDGE MANOR II, LLC",INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",49
2020-11-09,GRANDHAVEN LIVING CENTER,INGHAM,AFC,,0.0,,0.0,,2.0,,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",86
2020-11-09,GRANDHAVEN LIVING CENTER 1,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",86
2020-11-09,GRANDHAVEN LIVING CENTER 2,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",86
2020-11-09,GRANDHAVEN LIVING CENTER 3,INGHAM,AFC,,0.0,,0.0,,4.0,,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",86
2020-11-09,GRANDHAVEN LIVING CENTER 4,INGHAM,AFC,,0.0,,0.0,,1.0,,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",86
2020-11-09,GREEN ACRES MASON,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF EAST LANSING,43
2020-11-09,GREEN ACRES RETIREMENT LIVING MASON,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,BURCHAM HILLS RETIREMENT CTR,51
2020-11-09,HAVEN OF REST,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF CAMPUS AREA,86
2020-11-09,HOLT SENIOR CARE AND REHAB CENTER,INGHAM,SNF,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",95
2020-11-09,HOMECREST MANOR,INGHAM,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",48
2020-11-09,INGHAM COUNTY MEDICAL CARE FACILITY,INGHAM,SNF,0.0,46.0,0.0,9.0,7.0,40.0,0.0,0.0,Yes,INGHAM COUNTY MEDICAL CARE FAC,92
2020-11-09,LANSING BICKFORD COTTAGE,INGHAM,HFA,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,MEDILODGE OF EAST LANSING,50
2020-11-09,M.A.C. HOUSE,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",86
2020-11-09,MEDILODGE OF CAMPUS AREA,INGHAM,SNF,8.0,53.0,1.0,7.0,2.0,14.0,0.0,0.0,Yes,MEDILODGE OF CAMPUS AREA,100
2020-11-09,MEDILODGE OF CAPITAL AREA,INGHAM,SNF,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,Yes,MEDILODGE OF CAPITAL AREA,100
2020-11-09,MEDILODGE OF EAST LANSING,INGHAM,SNF,0.0,15.0,0.0,0.0,0.0,9.0,0.0,0.0,Yes,MEDILODGE OF EAST LANSING,100
2020-11-09,MEDILODGE OF OKEMOS,INGHAM,SNF,1.0,24.0,0.0,1.0,0.0,9.0,0.0,0.0,Yes,MEDILODGE OF OKEMOS,100
2020-11-09,MOORE LIVING CONNECTIONS 1,INGHAM,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,INGHAM COUNTY MEDICAL CARE FAC,41
2020-11-09,MOORE LIVING CONNECTIONS 2,INGHAM,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,INGHAM COUNTY MEDICAL CARE FAC,41
2020-11-09,NEW LIFE ASSISTED LIVING CENTER HASLETT 1,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",48
2020-11-09,NEW LIFE ASSISTED LIVING CENTER HASLETT 2,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,"HOLT SENIOR CARE AND REHAB CENTER, L L C",48
2020-11-09,ORIGAMI AFC,INGHAM,AFC,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,INGHAM COUNTY MEDICAL CARE FAC,55
2020-11-09,PRESTIGE WAY #1,INGHAM,AFC,,0.0,,0.0,,1.0,,0.0,Yes,ARIA NURSING AND REHAB,38
2020-11-09,PRESTIGE WAY #2,INGHAM,AFC,,0.0,,0.0,,1.0,,0.0,Yes,ARIA NURSING AND REHAB,38
2020-11-09,RIVERWIND ADULT FOSTER CARE,INGHAM,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,ARIA NURSING AND REHAB,45
2020-11-09,ROBINWOOD LANDING ALZHEIM,INGHAM,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,MEDILODGE OF EAST LANSING,46
2020-11-09,SAFE HAVEN ASSISTED LIVING OF HASLETT,INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF CAMPUS AREA,86
2020-11-09,THE LEGACY AT THE WILLOWS,INGHAM,HFA,,0.0,,0.0,,0.0,,0.0,Yes,THE WILLOWS AT OKEMOS,76
2020-11-09,THE WILLOWS AT EAST LANSING HFA,INGHAM,HFA,,0.0,,0.0,,0.0,,0.0,Yes,THE WILLOWS AT OKEMOS,76
2020-11-09,THE WILLOWS AT OKEMOS,INGHAM,SNF,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,Yes,THE WILLOWS AT OKEMOS,100
2020-11-09,THE WILLOWS AT OKEMOS HFA,INGHAM,HFA,,0.0,,0.0,,0.0,,0.0,Yes,THE WILLOWS AT OKEMOS,95
2020-11-09,"WALNUT RIDGE COUNTRY ESTATE, LLC",INGHAM,AFC,,0.0,,0.0,,0.0,,0.0,Yes,INGHAM COUNTY MEDICAL CARE FAC,48
2020-11-09,GIBBS ADULT CARE HUBBARDSTON,IONIA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MISSION POINT NSG & PHYSICAL REHAB CTR OF BELDING,36
2020-11-09,GREEN ACRES OF IONIA,IONIA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MISSION POINT NSG & PHYSICAL REHAB CTR OF BELDING,86
2020-11-09,HARRISON HOUSE AFC,IONIA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,SKLD IONIA,43
2020-11-09,MISSION POINT OF BELDING,IONIA,SNF,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes,MISSION POINT NSG & PHYSICAL REHAB CTR OF BELDING,86
2020-11-09,PORTLAND ASSISTED LIVING & MEMORY CENTER,IONIA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MISSION POINT NSG & PHYSICAL REHAB CTR OF BELDING,43
2020-11-09,SKLD IONIA,IONIA,SNF,2.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,Yes,SKLD IONIA,100
2020-11-09,HALE CREEK MANOR,IOSCO,HFA,,0.0,,0.0,,0.0,,0.0,Yes,LAKEVIEW MANOR HEALTHCARE CENTER,86
2020-11-09,IOSCO COUNTY MEDICAL CARE FACILITY,IOSCO,SNF,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,Yes,IOSCO CO MEDICAL CARE FACILITY,94
2020-11-09,LAKEVIEW MANOR HEALTHCARE CENTER,IOSCO,SNF,0.0,35.0,0.0,4.0,0.0,28.0,0.0,0.0,Yes,LAKEVIEW MANOR HEALTHCARE CENTER,100
2020-11-09,MEDILODGE OF TAWAS CITY,IOSCO,SNF,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,Yes,MEDILODGE OF TAWAS CITY,100
2020-11-09,"OSCODA ASSISTED LIVING, LLC",IOSCO,AFC,,0.0,,0.0,,0.0,,0.0,Yes,IOSCO CO MEDICAL CARE FACILITY,42
2020-11-09,IRON CO MEDICAL CARE FACILITY,IRON,SNF,0.0,57.0,0.0,16.0,5.0,56.0,0.0,0.0,Yes,IRON CO MEDICAL CARE FACILITY,100
2020-11-09,IRON RIVER CARE CENTER,IRON,SNF,0.0,41.0,0.0,5.0,0.0,15.0,0.0,0.0,Yes,IRON RIVER CARE CENTER,100
2020-11-09,COUNTRY PLACE SENIOR CARE CENTER,ISABELLA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,ISABELLA CO MEDICAL CARE FACIL,43
2020-11-09,CRESTWOOD VILLAGE ASSISTED,ISABELLA,HFA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes,LAURELS OF MT. PLEASANT (THE),41
2020-11-09,GREEN ACRES MT. PLEASANT I,ISABELLA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,LAURELS OF MT. PLEASANT (THE),67
2020-11-09,GREEN ACRES OF MT. PLEASANT III,ISABELLA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,LAURELS OF MT. PLEASANT (THE),71
2020-11-09,ISABELLA CO MEDICAL CARE FACILITY,ISABELLA,SNF,0.0,24.0,0.0,4.0,3.0,20.0,0.0,0.0,Yes,ISABELLA CO MEDICAL CARE FACIL,95
2020-11-09,LAURELS OF MT. PLEASANT (THE),ISABELLA,SNF,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,LAURELS OF MT. PLEASANT (THE),100
2020-11-09,MARGARETS MEADOWS,ISABELLA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,LAURELS OF MT. PLEASANT (THE),40
2020-11-09,MCVEY ST HOME,ISABELLA,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,LAURELS OF MT. PLEASANT (THE),41
2020-11-09,MEDILODGE OF MT PLEASANT,ISABELLA,SNF,0.0,3.0,0.0,1.0,2.0,4.0,0.0,0.0,Yes,MEDILODGE OF MT PLEASANT,100
2020-11-09,PRESTIGE CENTRE I,ISABELLA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,ISABELLA CO MEDICAL CARE FACIL,42
2020-11-09,PRESTIGE CENTRE II,ISABELLA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,ISABELLA CO MEDICAL CARE FACIL,40
2020-11-09,STONE LODGE SUPPORTIVE SENIOR LIVING,ISABELLA,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF MT PLEASANT,45
2020-11-09,ALLEGRA NURSING AND REHAB,JACKSON,SNF,11.0,21.0,2.0,2.0,2.0,6.0,0.0,0.0,Yes,ALLEGRA NURSING AND REHAB,100
2020-11-09,ARBOR MANOR CARE CENTER,JACKSON,SNF,1.0,4.0,0.0,1.0,0.0,13.0,0.0,0.0,Yes,ARBOR MANOR CARE CENTER,100
2020-11-09,ARBOR WOODS ASSISTED LVG,JACKSON,HFA,,0.0,,0.0,,0.0,,0.0,Yes,ARBOR MANOR CARE CENTER,47
2020-11-09,BRIGHTSIDE ASSISTED LIVING & MEMORY CARE,JACKSON,HFA,,0.0,,0.0,,0.0,,0.0,Yes,ARBOR MANOR CARE CENTER,86
2020-11-09,COUNTRY LIVING AFC,JACKSON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,COUNTRYSIDE CARE CENTER,54
2020-11-09,COUNTRYSIDE CARE CENTER,JACKSON,SNF,0.0,49.0,0.0,16.0,0.0,48.0,0.0,0.0,Yes,COUNTRYSIDE CARE CENTER,100
2020-11-09,FAITH HAVEN SENIOR CARE CENTRE,JACKSON,SNF,14.0,21.0,0.0,0.0,4.0,8.0,0.0,0.0,Yes,FAITH HAVEN SENIOR CARE CENTRE,100
2020-11-09,HIGHLAND HOME FOR THE AGED,JACKSON,HFA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,FAITH HAVEN SENIOR CARE CENTRE,43
2020-11-09,HOPE HOUSE I,JACKSON,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,FAITH HAVEN SENIOR CARE CENTRE,45
2020-11-09,HOPE HOUSE II/FOWLER HOUSE,JACKSON,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,FAITH HAVEN SENIOR CARE CENTRE,37
2020-11-09,JACKSON COUNTY MEDICAL CARE FACILITY,JACKSON,SNF,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,Yes,JACKSON COUNTY MEDICAL CARE FACILITY,100
2020-11-09,JOHN GEORGE HOME,JACKSON,HFA,,20.0,,0.0,,9.0,,0.0,Yes,FAITH HAVEN SENIOR CARE CENTRE,40
2020-11-09,LEGACY ASSISTED LIVING,JACKSON,HFA,,0.0,,0.0,,2.0,,0.0,Yes,ALLEGRA NURSING AND REHAB,38
2020-11-09,RICE MANOR,JACKSON,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,ARBOR MANOR CARE CENTER,86
2020-11-09,RIDGECREST HEALTH CAMPUS,JACKSON,SNF,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,MISSION POINT HEALTH CAMPUS OF JACKSON,86
2020-11-09,RIDGECREST HEALTH CAMPUS HFA,JACKSON,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,MISSION POINT HEALTH CAMPUS OF JACKSON,61
2020-11-09,SPRING ARBOR ASSISTED LIVING CENTER,JACKSON,HFA,9.0,31.0,0.0,2.0,19.0,24.0,0.0,0.0,Yes,ARBOR MANOR CARE CENTER,86
2020-11-09,SUMMIT PARK ASSISTED LIVING CENTER,JACKSON,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,COUNTRYSIDE CARE CENTER,49
2020-11-09,THE JACKSON FRIENDLY HOME,JACKSON,HFA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes,MISSION POINT HEALTH CAMPUS OF JACKSON,86
2020-11-09,TURNER POWERS AFC HOME,JACKSON,AFC,,0.0,,0.0,,0.0,,0.0,Yes,ARBOR MANOR CARE CENTER,40
2020-11-09,VISTA GRANDE VILLA,JACKSON,SNF,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,VISTA GRANDE VILLA,100
2020-11-09,ALAMO NURSING HOME,KALAMAZOO,SNF,25.0,84.0,8.0,9.0,14.0,43.0,0.0,0.0,Yes,ALAMO NURSING HOME INC,95
2020-11-09,AMBER WAY,KALAMAZOO,HFA,,0.0,,0.0,,0.0,,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,40
2020-11-09,BEACON POINTE MEMORY CARE,KALAMAZOO,AFC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,86
2020-11-09,BIRCH COTTAGE I,KALAMAZOO,AFC,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF PORTAGE,40
2020-11-09,BIRCH COTTAGE II,KALAMAZOO,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,40
2020-11-09,BORGESS GARDENS,KALAMAZOO,SNF,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,Yes,BORGESS GARDENS,100
2020-11-09,BROOKDALE PORTAGE AL,KALAMAZOO,HFA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes,MEDILODGE OF PORTAGE,57
2020-11-09,BROOKDALE PORTAGE MC,KALAMAZOO,HFA,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF PORTAGE,57
2020-11-09,DIRECTORS HALL,KALAMAZOO,HFA,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF KALAMAZOO,45
2020-11-09,FOUNTAIN VIEW RET VIL 0F PORT #2,KALAMAZOO,AFC,,0.0,,0.0,,0.0,,0.0,Yes,THE SPRINGS AT THE FOUNTAINS,52
2020-11-09,FOUNTAIN VIEW RET VIL OF PORT #1,KALAMAZOO,AFC,,17.0,,12.0,,12.0,,0.0,Yes,MEDILODGE OF PORTAGE,86
2020-11-09,FRIENDSHIP VILLAGE,KALAMAZOO,SNF,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,Yes,FRIENDSHIP VILLAGE,100
2020-11-09,HAROLD & GRACE UPJOHN COMMUNITY CARE CTR,KALAMAZOO,SNF,0.0,5.0,0.0,1.0,2.0,9.0,0.0,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,92
2020-11-09,"HUDSON'S COUNTRY MANOR, INC.",KALAMAZOO,AFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,50
2020-11-09,LAURELS OF GALESBURG,KALAMAZOO,SNF,0.0,1.0,0.0,0.0,10.0,14.0,0.0,0.0,Yes,LAURELS OF GALESBURG (THE),95
2020-11-09,MEDILODGE OF KALAMAZOO,KALAMAZOO,SNF,0.0,63.0,0.0,23.0,0.0,23.0,0.0,0.0,Yes,MEDILODGE OF KALAMAZOO,100
2020-11-09,MEDILODGE OF PORTAGE,KALAMAZOO,SNF,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes,MEDILODGE OF PORTAGE,100
2020-11-09,MEDILODGE OF WESTWOOD,KALAMAZOO,SNF,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,MEDILODGE OF WESTWOOD,100
2020-11-09,NAZARETH CENTER,KALAMAZOO,HFA,,0.0,,0.0,,0.0,,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,86
2020-11-09,NEW FRIENDS DEMENTIA COMMUNITY 1,KALAMAZOO,AFC,,0.0,,0.0,,1.0,,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,52
2020-11-09,NEW FRIENDS DEMENTIA COMMUNITY 2,KALAMAZOO,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,52
2020-11-09,NEW FRIENDS DEMENTIA COMMUNITY 3,KALAMAZOO,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,52
2020-11-09,NORTH WOODS VILLAGE AT KALAMAZOO,KALAMAZOO,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,FRIENDSHIP VILLAGE,86
2020-11-09,PARK PLACE LIVING CENTER #E,KALAMAZOO,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,86
2020-11-09,PARK PLACE LIVING CENTRE #A,KALAMAZOO,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,43
2020-11-09,PARK PLACE LIVING CENTRE #B,KALAMAZOO,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,43
2020-11-09,PARK PLACE LIVING CENTRE #C,KALAMAZOO,AFC,,0.0,,0.0,,0.0,,0.0,Yes,ALAMO NURSING HOME INC,45
2020-11-09,PARK PLACE LIVING CENTRE #D,KALAMAZOO,AFC,,0.0,,0.0,,0.0,,0.0,Yes,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,42
2020-11-09,PARK VILLAGE PINES,KALAMAZOO,HFA,,0.0,,0.0,,0.0,,0.0,Yes,PLAINWELL PINES NURSING AND REHABILITATION COMMUNI,86
2020-11-09,PLAINWELL PINES NURSING & REHAB.,KALAMAZOO,SNF,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes,PLAINWELL PINES NURSING AND REHABILITATION COMMUNI,86
2020-11-09,PORTAGE BICKFORD COTTAGE,KALAMAZOO,HFA,0.0,10.0,0.0,3.0,0.0,7.0,0.0,0.0,Yes,MEDILODGE OF PORTAGE,56
2020-11-09,SOJOURNER PLACE,KALAMAZOO,HFA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes,BORGESS GARDENS,40
2020-11-09,STORYPOINT OF PORTAGE,KALAMAZOO,HFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,MEDILODGE OF PORTAGE,64
2020-11-09,THE SPRINGS AT THE FOUNTAINS,KALAMAZOO,SNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,THE SPRINGS AT THE FOUNTAINS,100
2020-11-09,VINEYARD ASSISTED LIVING,KALAMAZOO,HFA,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,Yes,FRIENDSHIP VILLAGE,43
2020-11-09,WYNDHAM WEST,KALAMAZOO,HFA,,0.0,,0.0,,0.0,,0.0,Yes,MEDILODGE OF WESTWOOD,45
2020-11-09,KALKASKA MEMORIAL ASSISTED LIVING,KALKASKA,HFA,,0.0,,0.0,,0.0,,0.0,Yes,KALKASKA MEMORIAL HEALTH CENTER,69
