,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
186636,2020-12-13,235109,HEARTLAND HEALTH CARE CENTER - GROSSE POINTE WOODS,21401 MACK AVE,GROSSE POINTE WOODS,MI,48236,Y,Y,0.0,15.0,2.0,10.0,,10.0,1.0,9.0,0.0,1.0,80.0,45.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,3.0,,4.0,29.0,0.0,19.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,44.4,0.0,222.2,22.2,10.0,Wayne,N,N,POINT (-82.904858 42.450618),Week 30 - Dec 13
186690,2020-12-13,235161,"ASPIRUS ONTONAGON HOSPITAL, INC",601 SEVENTH STREET,ONTONAGON,MI,49953,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontonagon,,,POINT (-88.40725 47.194364),Week 30 - Dec 13
186692,2020-12-13,235155,MARTHA T BERRY MCF,43533 ELIZABETH RD,MOUNT CLEMENS,MI,48043,Y,Y,0.0,17.0,0.0,60.0,,23.0,1.0,81.0,0.0,24.0,217.0,185.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,179.0,354.0,,1.0,179.0,0.0,163.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,324.3,129.7,40.0,Macomb,N,N,POINT (-82.887711 42.617368),Week 30 - Dec 13
186729,2020-12-13,235244,CHRISTIAN PARK HEALTH CARE CENTER,2415 5TH AVE SOUTH,ESCANABA,MI,49829,Y,Y,0.0,4.0,0.0,67.0,,66.0,2.0,50.0,0.0,21.0,,54.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,6.0,,0.0,52.0,0.0,71.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1240.7,388.9,31.3,Delta,N,N,POINT (-87.082483 45.739201),Week 30 - Dec 13
186762,2020-12-13,235325,THE VILLA AT CITY CENTER,11700 E TEN MILE RD,WARREN,MI,48089,Y,Y,0.0,28.0,2.0,15.0,,4.0,0.0,24.0,0.0,29.0,151.0,140.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,50.0,42.0,,2.0,16.0,0.0,1.0,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,14.3,0.0,107.1,207.1,193.3,Macomb,N,N,POINT (-83.004232 42.477925),Week 30 - Dec 13
186846,2020-12-13,235312,MISSION POINT NSG & PHY REHAB CTR OF BIG RAPIDS,725 W FULLER,BIG RAPIDS,MI,49307,N,,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Mecosta,,,,Week 30 - Dec 13
186864,2020-12-13,235217,SKLD BLOOMFIELD HILLS,2975 N ADAMS ROAD,BLOOMFIELD HILLS,MI,48304,Y,Y,16.0,133.0,0.0,20.0,,19.0,0.0,2.0,0.0,28.0,159.0,149.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,14.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,134.2,187.9,140.0,Oakland,N,N,POINT (-83.206943 42.559837),Week 30 - Dec 13
186899,2020-12-13,235322,OAKRIDGE MANOR NURSING & REHAB CENTER LLC,3161 HILTON RD,FERNDALE,MI,48220,Y,Y,0.0,9.0,0.0,20.0,,0.0,0.0,18.0,0.0,16.0,64.0,26.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,13.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,769.2,615.4,80.0,Oakland,N,N,POINT (-83.123593 42.472814),Week 30 - Dec 13
187040,2020-12-13,235019,JACKSON COUNTY MEDICAL CARE FACILITY,524 LANSING AVE,JACKSON,MI,49201,Y,N,0.0,0.0,0.0,0.0,,31.0,2.0,49.0,0.0,0.0,194.0,166.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,38.0,29.0,,11.0,48.0,0.0,97.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Jackson,N,N,POINT (-84.413276 42.253829),Week 30 - Dec 13
187074,2020-12-13,235331,MEDILODGE OF HOWELL,1333 W GRAND RIVER,HOWELL,MI,48843,Y,Y,0.0,0.0,0.0,1.0,,1.0,3.0,37.0,0.0,0.0,219.0,178.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,190.0,799.0,,2.0,12.0,0.0,3.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,5.6,0.0,0.0,Livingston,N,N,POINT (-83.949806 42.612457),Week 30 - Dec 13
187076,2020-12-13,235201,MUNSON HEALTHCARE CRAWFORD CONTINUING CARE CENTER,1100 MICHIGAN AVE,GRAYLING,MI,49738,Y,Y,0.0,1.0,0.0,18.0,,0.0,1.0,34.0,0.0,6.0,39.0,27.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,16.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,666.7,222.2,33.3,Crawford,N,N,,Week 30 - Dec 13
187109,2020-12-13,235177,HARTFORD NURSING & REHABILITATION CENTER,6700 W OUTER DR,DETROIT,MI,48235,Y,Y,0.0,4.0,0.0,2.0,,2.0,3.0,22.0,0.0,4.0,140.0,115.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,130.0,,1.0,12.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,17.4,34.8,200.0,Wayne,N,N,POINT (-83.192958 42.419974),Week 30 - Dec 13
187124,2020-12-13,235375,APPLEWOOD NURSING CENTER INC,18500 VAN HORN RD,WOODHAVEN,MI,48183,Y,Y,0.0,5.0,23.0,52.0,,0.0,1.0,31.0,0.0,3.0,150.0,106.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,140.0,180.0,,5.0,33.0,0.0,1.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,217.0,0.0,490.6,28.3,5.8,Wayne,Y,N,POINT (-83.217125 42.126393),Week 30 - Dec 13
187178,2020-12-13,235298,"FATHER MURRAY, A VILLA CENTER",8444 ENGLEMAN,CENTER LINE,MI,48015,Y,Y,0.0,27.0,2.0,32.0,,22.0,0.0,35.0,0.0,19.0,231.0,177.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,64.0,108.0,,0.0,20.0,0.0,3.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.3,0.0,180.8,107.3,59.4,Macomb,N,N,POINT (-83.020825 42.481187),Week 30 - Dec 13
187257,2020-12-13,235044,BAY COUNTY MEDICAL CARE FACILITY,564 W HAMPTON ROAD,ESSEXVILLE,MI,48732,Y,Y,3.0,3.0,15.0,58.0,,12.0,3.0,60.0,2.0,11.0,186.0,113.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,11.0,2.0,,7.0,115.0,0.0,67.0,0.0,0.0,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,132.7,17.7,513.3,97.3,19.0,Bay,Y,N,POINT (-83.801777 43.615896000000006),Week 30 - Dec 13
187321,2020-12-13,235261,SKLD LEONARD,1700 LEONARD ST N E,GRAND RAPIDS,MI,49505,Y,Y,0.0,0.0,2.0,7.0,,0.0,1.0,6.0,0.0,0.0,69.0,56.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,116.0,0.0,,0.0,12.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,35.7,0.0,125.0,0.0,0.0,Kent,N,N,POINT (-85.627052 42.984441),Week 30 - Dec 13
187346,2020-12-13,235250,SAMARITAS SENIOR LIVING SAGINAW,3200 STATE ST,SAGINAW,MI,48602,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saginaw,,,POINT (-83.98589700000001 43.436632),Week 30 - Dec 13
187381,2020-12-13,235350,MEDILODGE OF GAYLORD,508 RANDOM LANE,GAYLORD,MI,49735,Y,Y,0.0,0.0,0.0,2.0,,0.0,0.0,8.0,0.0,0.0,92.0,70.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,51.0,33.0,,0.0,3.0,0.0,2.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,17.0,0.0,Y,Y,0.0,0.0,28.6,0.0,0.0,Otsego,N,N,POINT (-84.681404 45.037567),Week 30 - Dec 13
187400,2020-12-13,235288,MARVIN & BETTY DANTO FAMILY HEALTH CARE CENTER,6800 WEST MAPLE,WEST BLOOMFIELD,MI,48322,Y,Y,0.0,14.0,1.0,20.0,,11.0,0.0,23.0,0.0,4.0,155.0,88.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,6.0,,2.0,38.0,0.0,31.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,11.4,0.0,227.3,45.5,20.0,Oakland,N,N,POINT (-83.409635 42.541518),Week 30 - Dec 13
187490,2020-12-13,235253,LAURELS OF KENT (THE),350 N CENTER ST,LOWELL,MI,49331,Y,Y,0.0,9.0,0.0,20.0,,13.0,1.0,24.0,1.0,5.0,,105.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,21.0,,0.0,9.0,0.0,25.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,9.5,190.5,47.6,25.0,Kent,N,N,POINT (-85.350098 42.935798),Week 30 - Dec 13
187516,2020-12-13,235102,"AMBASSADOR, A VILLA CENTER",8045 E JEFFERSON AVE,DETROIT,MI,48214,Y,Y,0.0,36.0,0.0,63.0,,35.0,0.0,33.0,0.0,24.0,176.0,135.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,55.0,0.0,7.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0.0,0.0,466.7,177.8,38.1,Wayne,N,N,POINT (-82.994515 42.351612),Week 30 - Dec 13
187590,2020-12-13,235008,MAPLE LAWN MEDICAL CARE FACILI,50 SANDERSON LANE,COLDWATER,MI,49036,Y,Y,0.0,0.0,1.0,12.0,,14.0,1.0,14.0,0.0,2.0,114.0,101.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,40.0,0.0,111.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,9.9,0.0,118.8,19.8,16.7,Branch,N,N,POINT (-84.98993600000001 41.92993100000001),Week 30 - Dec 13
187629,2020-12-13,235256,DIMONDALE NURSING CARE CENTER,4000 N MICHIGAN ROAD,DIMONDALE,MI,48821,Y,Y,0.0,0.0,3.0,69.0,,9.0,4.0,628.0,4.0,9.0,150.0,102.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,6.0,41.0,0.0,1.0,0.0,0.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,29.4,39.2,676.5,88.2,13.0,Eaton,Y,N,POINT (-84.622545 42.62576),Week 30 - Dec 13
187722,2020-12-13,235026,GOGEBIC MEDICAL CARE FACILITY,402 NORTH STREET,WAKEFIELD,MI,49968,Y,Y,0.0,1.0,7.0,53.0,,4.0,2.0,74.0,1.0,3.0,109.0,84.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,48.0,238.0,,6.0,38.0,0.0,62.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,83.3,11.9,631.0,35.7,5.7,Gogebic,Y,N,POINT (-89.968779 46.465256),Week 30 - Dec 13
187773,2020-12-13,235132,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,540 SUNNYSIDE DR,FLUSHING,MI,48433,Y,Y,0.0,1.0,5.0,6.0,,0.0,0.0,29.0,0.0,0.0,140.0,76.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,9.0,2.0,,1.0,17.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,65.8,0.0,78.9,0.0,0.0,Genesee,Y,N,POINT (-83.825019 43.072238),Week 30 - Dec 13
187779,2020-12-13,235266,ADVANTAGE LIVING CENTER - SOUTHGATE,15400 TRENTON ROAD,SOUTHGATE,MI,48195,Y,Y,0.0,0.0,0.0,45.0,,0.0,0.0,8.0,0.0,7.0,100.0,72.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,11.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,625.0,97.2,15.6,Wayne,N,N,POINT (-83.193482 42.196926),Week 30 - Dec 13
187836,2020-12-13,235327,LAURELS OF HUDSONVILLE (THE),3650 VAN BUREN,HUDSONVILLE,MI,49426,Y,Y,0.0,6.0,0.0,67.0,,7.0,3.0,20.0,3.0,7.0,,71.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,2.0,,2.0,37.0,0.0,6.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,42.3,943.7,98.6,10.4,Ottawa,N,N,POINT (-85.872199 42.870881),Week 30 - Dec 13
187862,2020-12-13,235023,HEARTLAND HEALTH CARE CENTER-BATTLE CREEK,200 E ROOSEVELT,BATTLE CREEK,MI,49017,Y,Y,1.0,25.0,1.0,27.0,,0.0,2.0,11.0,2.0,7.0,65.0,32.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,2.0,,3.0,24.0,0.0,6.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,31.3,62.5,843.8,218.8,25.9,Calhoun,N,N,POINT (-85.18055 42.339282),Week 30 - Dec 13
187921,2020-12-13,235311,ALAMO NURSING HOME INC,8290 W C AVE,KALAMAZOO,MI,49009,Y,Y,0.0,5.0,0.0,62.0,,1.0,1.0,31.0,0.0,17.0,100.0,59.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,22.0,,1.0,50.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1050.8,288.1,27.4,Kalamazoo,N,N,POINT (-85.713989 42.389574),Week 30 - Dec 13
187959,2020-12-13,235187,CAMBRIDGE EAST HEALTHCARE CENTER,31155 DEQUINDRE,MADISON HEIGHTS,MI,48071,Y,Y,0.0,1.0,1.0,53.0,,3.0,0.0,24.0,0.0,20.0,154.0,76.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,1.0,,0.0,19.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,13.2,0.0,697.4,263.2,37.7,Oakland,N,N,POINT (-83.086298 42.521655),Week 30 - Dec 13
187961,2020-12-13,235039,BROOKCREST,3400 WILSON AVE,GRANDVILLE,MI,49418,Y,Y,0.0,6.0,15.0,19.0,,5.0,1.0,26.0,0.0,0.0,114.0,81.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,95.0,389.0,,2.0,23.0,0.0,40.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,185.2,0.0,234.6,0.0,0.0,Kent,Y,N,POINT (-85.762672 42.90232),Week 30 - Dec 13
187977,2020-12-13,235144,BAYSIDE VILLAGE,832 SICOTTE ST,L' ANSE,MI,49946,Y,Y,1.0,3.0,0.0,33.0,,2.0,0.0,55.0,8.0,23.0,59.0,34.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,3.0,,4.0,25.0,0.0,14.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0.0,235.3,970.6,676.5,69.7,Baraga,N,N,POINT (-88.446118 46.766032),Week 30 - Dec 13
187995,2020-12-13,235027,EATON COUNTY MEDICAL CARE FACI,530 W BEECH ST,CHARLOTTE,MI,48813,Y,Y,0.0,3.0,0.0,11.0,,184.0,1.0,41.0,0.0,0.0,142.0,118.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,51.0,40.0,,2.0,39.0,0.0,812.0,0.0,3.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,93.2,0.0,0.0,Eaton,N,N,POINT (-84.843179 42.579033),Week 30 - Dec 13
188130,2020-12-13,235290,MISSION POINT NSG & PHY REHAB CTR OF GREENVILLE,828 E WASHINGTON ST,GREENVILLE,MI,48838,Y,Y,1.0,30.0,14.0,62.0,,5.0,1.0,48.0,1.0,10.0,120.0,83.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,11.0,17.0,,15.0,32.0,0.0,17.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,168.7,12.0,747.0,120.5,16.1,Montcalm,Y,N,POINT (-85.239338 43.176507),Week 30 - Dec 13
188200,2020-12-13,235033,BAY BLUFFS-EMMET CO MED CARE FAC,750 E MAIN,HARBOR SPRINGS,MI,49740,Y,Y,0.0,0.0,0.0,1.0,,17.0,0.0,21.0,0.0,0.0,120.0,80.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,4.0,3.0,,0.0,10.0,0.0,69.0,0.0,0.0,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,12.5,0.0,0.0,Emmet,N,N,POINT (-84.972654 45.432644),Week 30 - Dec 13
188350,2020-12-13,235285,MEDILODGE OF LANSING,731 STARKWEATHER DR,LANSING,MI,48917,Y,Y,0.0,0.0,1.0,1.0,,0.0,0.0,22.0,0.0,0.0,85.0,54.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,108.0,160.0,,1.0,4.0,0.0,4.0,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,18.5,0.0,18.5,0.0,0.0,Eaton,N,Y,POINT (-84.654365 42.742509),Week 30 - Dec 13
188351,2020-12-13,235248,FRIENDSHIP VILLAGE,1400 N DRAKE RD,KALAMAZOO,MI,49006,Y,Y,0.0,4.0,0.0,2.0,,12.0,0.0,19.0,0.0,0.0,57.0,34.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,1.0,,0.0,15.0,0.0,8.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,58.8,0.0,0.0,Kalamazoo,N,N,POINT (-85.648119 42.305016),Week 30 - Dec 13
188362,2020-12-13,235345,FROH COMMUNITY HOME,307 N FRANKS AVENUE,STURGIS,MI,49091,Y,Y,0.0,1.0,0.0,51.0,,8.0,1.0,14.0,0.0,3.0,106.0,55.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,44.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,927.3,54.5,5.9,St. Joseph,N,N,POINT (-85.398846 41.806374000000005),Week 30 - Dec 13
188378,2020-12-13,235143,SPECTRUM HEALTH REHAB & NSG CTRS-UNITED HOSPITAL,615 S BOWER ST,GREENVILLE,MI,48838,Y,Y,0.0,0.0,0.0,16.0,,33.0,0.0,9.0,0.0,2.0,39.0,22.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,15.0,0.0,39.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,727.3,90.9,12.5,Montcalm,N,N,POINT (-85.268781 43.175469),Week 30 - Dec 13
188451,2020-12-13,235369,MARWOOD MANOR NURSING HOME,1300 BEARD ST,PORT HURON,MI,48060,Y,Y,4.0,10.0,18.0,36.0,,21.0,0.0,87.0,0.0,0.0,240.0,195.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,26.0,768.0,,12.0,44.0,0.0,94.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,92.3,0.0,184.6,0.0,0.0,St. Clair,Y,N,POINT (-82.437066 42.958334),Week 30 - Dec 13
188472,2020-12-13,235015,INGHAM COUNTY MEDICAL CARE FAC,3860 DOBIE RD,OKEMOS,MI,48864,Y,Y,0.0,0.0,5.0,52.0,,67.0,2.0,53.0,0.0,8.0,236.0,198.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,710.0,,4.0,64.0,0.0,313.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,25.3,0.0,262.6,40.4,15.4,Ingham,Y,N,POINT (-84.410335 42.692251),Week 30 - Dec 13
188589,2020-12-13,235069,PINECREST MEDICAL CARE FACILITY,N15995 MAIN STREET,POWERS,MI,49874,Y,Y,0.0,0.0,0.0,0.0,,7.0,2.0,10.0,0.0,0.0,130.0,101.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,5.0,11.0,,4.0,18.0,0.0,26.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Menominee,N,N,POINT (-87.521844 45.693565),Week 30 - Dec 13
188668,2020-12-13,235237,CALHOUN COUNTY MEDICAL CARE FACILITY,1150 E MICHIGAN AVE,BATTLE CREEK,MI,49014,Y,Y,0.0,9.0,0.0,45.0,,34.0,0.0,27.0,0.0,8.0,120.0,79.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,7.0,,3.0,80.0,0.0,55.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,569.6,101.3,17.8,Calhoun,N,N,POINT (-85.126433 42.310464),Week 30 - Dec 13
